"taxon","lfc_isolateAxilla","lfc_isolateScalp","lfc_isolateScalp_isolateAxilla","se_isolateAxilla","se_isolateScalp","se_isolateScalp_isolateAxilla","W_isolateAxilla","W_isolateScalp","W_isolateScalp_isolateAxilla","p_isolateAxilla","p_isolateScalp","p_isolateScalp_isolateAxilla","q_isolateAxilla","q_isolateScalp","q_isolateScalp_isolateAxilla","diff_isolateAxilla","diff_isolateScalp","diff_isolateScalp_isolateAxilla","passed_ss_isolateAxilla","passed_ss_isolateScalp","passed_ss_isolateScalp_isolateAxilla","diff_robust_isolateAxilla","diff_robust_isolateScalp","diff_robust_isolateScalp_isolateAxilla","Taxon","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7"
"cda4e6f933bb3108ea3e92f9db411c00",-0.992286108375067,-0.508312846947999,0.483973261427068,0.142102256887994,0.140633858846618,0.156599652467591,-6.98290182088516,-3.6144414376227,3.09051299795974,1.56125466411683e-11,0.000347206609582512,0.00216555983436644,5.45877530043727e-11,0.000866767579317493,0.00324054996797281,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Bacteria; p__Bacillota; c__Bacilli","Bacteria","p__Bacillota","c__Bacilli",NA,NA,NA,NA
"a5d1217aa1cbc154c499796f9040d954",0.191356732065524,0.854832537019229,0.663475804953706,0.134031440467825,0.128196192479475,0.146403809977891,1.42770033208335,6.66815855046624,4.53182062033699,0.156524997802961,1.49074201192064e-09,1.63786580519629e-05,0.234224457144,5.21223466038439e-09,4.08877290937491e-05,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Bacteria; p__Bacillota; c__Bacilli","Bacteria","p__Bacillota","c__Bacilli",NA,NA,NA,NA
"4a765a31e0cf23936b0d98af5f0b7b81",0.532713748334274,0.403809848044041,-0.128903900290232,0.142831932806324,0.134039952400755,0.151465890770549,3.72965441178071,3.01260811281642,-0.851042433609724,0.000271319933885961,0.00304108095183061,0.396102313140291,0.000948643797615662,0.00759176323946203,0.592728641245903,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter","Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter",NA
"169fb216a12f673fcdd8cdcb5de35a82",-1.31797934647534,-0.526544264432968,0.791435082042375,0.146653820170088,0.141307839561608,0.150311921824087,-8.98700998682994,-3.7262211782907,5.26528483195503,3.51024740798125e-15,0.000293970426398696,5.97194014650015e-07,1.2273239138697e-14,0.000439898192021071,1.49083685671622e-06,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"Bacteria; p__Pseudomonadota; c__Gammaproteobacteria","Bacteria","p__Pseudomonadota","c__Gammaproteobacteria",NA,NA,NA,NA
"1189d4ef3af60ba943cc73161a4097a9",-0.0271614666961632,-0.433689128612382,-0.406527661916219,0.130334310587904,0.124127753405953,0.14524716815679,-0.208398437630467,-3.49389332129477,-2.79886807484869,0.8352005849505,0.000625952366819351,0.00580242538998697,1,0.00218858165664896,0.0144851914411905,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Bacteria; p__Actinomycetota; c__Actinobacteria; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium","Bacteria","p__Actinomycetota","c__Actinobacteria","o__Mycobacteriales","f__Corynebacteriaceae","g__Corynebacterium",NA
"d0b698c7298bf04110a6d2f220879bfb",-0.464248933818492,-0.4442725946215,0.0199763391969919,0.136849825396595,0.132475238772088,0.148591033441189,-3.39239697583159,-3.35362743060107,0.134438389278034,0.00086293571351883,0.000984545584947062,0.893215898722995,0.00301717091201548,0.00301717091201548,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae","Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae",NA,NA
"e7142feb387f929ee101779e66677cb9",-0.342132198236912,-0.335442302266843,0.00668989597006947,0.129705935882993,0.125043810125445,0.146114465776731,-2.6377528207001,-2.682598218419,0.0457853090349857,0.00898897066964893,0.00790421352350238,0.963526156268329,0.0276363149095119,0.0276363149095119,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Bacteria; p__Actinomycetota; c__Actinobacteria","Bacteria","p__Actinomycetota","c__Actinobacteria",NA,NA,NA,NA
"7fae0a4914d95fd2426aa8a2ea9ef487",-1.10963807418698,-0.321279965488963,0.788358108698013,0.131776859825364,0.126566517133086,0.14579621491688,-8.42058367195509,-2.53842779880823,5.40726046384308,6.50987567757061e-14,0.0123336463531965,3.02613620757671e-07,2.27611480525131e-13,0.0184561038954307,7.55445513690012e-07,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"Bacteria; p__Pseudomonadota; c__Gammaproteobacteria","Bacteria","p__Pseudomonadota","c__Gammaproteobacteria",NA,NA,NA,NA
"976c548e0e13c21227362762bc67886d",0,1.91852949923459,1.91852949923459,0.126230591840626,0.124980047544162,0.147255957336497,0,15.350686264995,13.0285357138423,1,7.51876194943497e-25,5.99986981902213e-21,1,2.62886209167295e-24,1.49780922820193e-20,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"Bacteria; p__Actinomycetota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium","Bacteria","p__Actinomycetota","c__Actinobacteria","o__Propionibacteriales","f__Propionibacteriaceae","g__Cutibacterium",NA
"eb76e8c846599a51dfdcf8c8e6f6c313",0.418170943803519,1.56948592002656,1.15131497622304,0.126502904950021,0.122303346622518,0.145816524151667,3.30562325006474,12.8327307744953,7.89564134052143,0.00136724259941984,5.9497845119367e-22,7.10907414734687e-12,0.00204594576028293,2.08028436892175e-21,1.77471131592041e-11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Bacteria; p__Actinomycetota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium","Bacteria","p__Actinomycetota","c__Actinobacteria","o__Propionibacteriales","f__Propionibacteriaceae","g__Cutibacterium",NA
